province,hazard,rp,0
Southern Leyte,earthquake,500,0.033622107
Southern Leyte,earthquake,1000,0.048921138
Southern Leyte,earthquake,1500,0.059429067
Southern Leyte,earthquake,2000,-4.34E-16
Southern Leyte,flood,20,0.00299518
Southern Leyte,flood,50,0.006529518
Southern Leyte,flood,100,0.011072441
Southern Leyte,flood,250,0.048478893
Southern Leyte,flood,500,0.054065956
Southern Leyte,flood,1000,0.063573287
Southern Leyte,flood,1500,0.067351827
Southern Leyte,flood,2000,0
Southern Leyte,surge,20,0.004384592
Southern Leyte,surge,50,0.005500548
Southern Leyte,surge,100,0.006751683
Southern Leyte,surge,250,0.007069631
Southern Leyte,surge,500,0.007599555
Southern Leyte,surge,1000,0.008659386
Southern Leyte,surge,1500,0.008890747
Southern Leyte,surge,2000,1.786165117
Southern Leyte,tsunami,20,8.25E-05
Southern Leyte,tsunami,50,0.00019776
Southern Leyte,tsunami,100,0.000536292
Southern Leyte,tsunami,250,0.002622035
Southern Leyte,tsunami,500,0.005394383
Southern Leyte,tsunami,1000,0.009966293
Southern Leyte,tsunami,1500,0.015727976
Southern Leyte,tsunami,2000,1.36E-17
Southern Leyte,wind,20,0.023734604
Southern Leyte,wind,50,0.032366968
Southern Leyte,wind,100,0.038610263
Southern Leyte,wind,250,0.047329513
Southern Leyte,wind,500,0.051516345
Southern Leyte,wind,1000,0.057140025
Southern Leyte,wind,1500,0.062763705
Southern Leyte,wind,2000,1.73E-15
Sultan Kudarat,earthquake,20,0.004361556
Sultan Kudarat,earthquake,50,0.008689917
Sultan Kudarat,earthquake,100,0.013530406
Sultan Kudarat,earthquake,250,0.022799017
Sultan Kudarat,earthquake,500,0.033622107
Sultan Kudarat,earthquake,1000,0.048921138
Sultan Kudarat,earthquake,1500,0.059429067
Sultan Kudarat,earthquake,2000,-4.34E-16
Sultan Kudarat,flood,20,0.00299518
Sultan Kudarat,flood,50,0.006529518
Sultan Kudarat,flood,100,0.011072441
Sultan Kudarat,flood,250,0.048478893
Sultan Kudarat,flood,500,0.054065956
Sultan Kudarat,flood,1000,0.063573287
Sultan Kudarat,flood,1500,0.067351827
Sultan Kudarat,flood,2000,0
Sultan Kudarat,surge,20,0.004384592
Sultan Kudarat,surge,50,0.005500548
Sultan Kudarat,surge,100,0.006751683
Sultan Kudarat,surge,250,0.007069631
Sultan Kudarat,surge,500,0.007599555
Sultan Kudarat,surge,1000,0.008659386
Sultan Kudarat,surge,1500,0.008890747
Sultan Kudarat,surge,2000,1.786165117
Sultan Kudarat,tsunami,20,8.25E-05
Sultan Kudarat,tsunami,50,0.00019776
Sultan Kudarat,tsunami,100,0.000536292
Sultan Kudarat,tsunami,250,0.002622035
Sultan Kudarat,tsunami,500,0.005394383
Sultan Kudarat,tsunami,1000,0.009966293
Sultan Kudarat,tsunami,1500,0.015727976
Sultan Kudarat,tsunami,2000,1.36E-17
Sultan Kudarat,wind,20,0.023734604
Sultan Kudarat,wind,50,0.032366968
Sultan Kudarat,wind,100,0.038610263
Sultan Kudarat,wind,250,0.047329513
Sultan Kudarat,wind,500,0.051516345
Sultan Kudarat,wind,1000,0.057140025
Sultan Kudarat,wind,1500,0.062763705
Sultan Kudarat,wind,2000,1.73E-15
Sulu,earthquake,20,0.004361556
Sulu,earthquake,50,0.008689917
Sulu,earthquake,100,0.013530406
Sulu,earthquake,250,0.022799017
Sulu,earthquake,500,0.033622107
Sulu,earthquake,1000,0.048921138
Sulu,earthquake,1500,0.059429067
Sulu,earthquake,2000,-4.34E-16
Sulu,flood,20,0.00299518
Sulu,flood,50,0.006529518
Sulu,flood,100,0.011072441
Sulu,flood,250,0.048478893
Sulu,flood,500,0.054065956
Sulu,flood,1000,0.063573287
Sulu,flood,1500,0.067351827
Sulu,flood,2000,0
Sulu,surge,20,0.004384592
Sulu,surge,50,0.005500548
Sulu,surge,100,0.006751683
Sulu,surge,250,0.007069631
Sulu,surge,500,0.007599555
Sulu,surge,1000,0.008659386
Sulu,surge,1500,0.008890747
Sulu,surge,2000,1.786165117
Sulu,tsunami,20,8.25E-05
Sulu,tsunami,50,0.00019776
Sulu,tsunami,100,0.000536292
Sulu,tsunami,250,0.002622035
Sulu,tsunami,500,0.005394383
Sulu,tsunami,1000,0.009966293
Sulu,tsunami,1500,0.015727976
Sulu,tsunami,2000,1.36E-17
Sulu,wind,20,0.023734604
Sulu,wind,50,0.032366968
Sulu,wind,100,0.038610263
Sulu,wind,250,0.047329513
Sulu,wind,500,0.051516345
Sulu,wind,1000,0.057140025
Sulu,wind,1500,0.062763705
Sulu,wind,2000,1.73E-15
Surigao del Norte,earthquake,20,0.004361556
Surigao del Norte,earthquake,50,0.008689917
Surigao del Norte,earthquake,100,0.013530406
Surigao del Norte,earthquake,250,0.022799017
Surigao del Norte,earthquake,500,0.033622107
Surigao del Norte,earthquake,1000,0.048921138
Surigao del Norte,earthquake,1500,0.059429067
Surigao del Norte,earthquake,2000,-4.34E-16
Surigao del Norte,flood,20,0.00299518
Surigao del Norte,flood,50,0.006529518
Surigao del Norte,flood,100,0.011072441
Surigao del Norte,flood,250,0.048478893
Surigao del Norte,flood,500,0.054065956
Surigao del Norte,flood,1000,0.063573287
Surigao del Norte,flood,1500,0.067351827
Surigao del Norte,flood,2000,0
Surigao del Norte,surge,20,0.004384592
Surigao del Norte,surge,50,0.005500548
Surigao del Norte,surge,100,0.006751683
Surigao del Norte,surge,250,0.007069631
Surigao del Norte,surge,500,0.007599555
Surigao del Norte,surge,1000,0.008659386
Surigao del Norte,surge,1500,0.008890747
Surigao del Norte,surge,2000,1.786165117
Surigao del Norte,tsunami,20,8.25E-05
Surigao del Norte,tsunami,50,0.00019776
Surigao del Norte,tsunami,100,0.000536292
Surigao del Norte,tsunami,250,0.002622035
Surigao del Norte,tsunami,500,0.005394383
Surigao del Norte,tsunami,1000,0.009966293
Surigao del Norte,tsunami,1500,0.015727976
Surigao del Norte,tsunami,2000,1.36E-17
Surigao del Norte,wind,20,0.023734604
Surigao del Norte,wind,50,0.032366968
Surigao del Norte,wind,100,0.038610263
Surigao del Norte,wind,250,0.047329513
Surigao del Norte,wind,500,0.051516345
Surigao del Norte,wind,1000,0.057140025
Surigao del Norte,wind,1500,0.062763705
Surigao del Norte,wind,2000,1.73E-15
Surigao del Sur,earthquake,20,0.004361556
Surigao del Sur,earthquake,50,0.008689917
Surigao del Sur,earthquake,100,0.013530406
Surigao del Sur,earthquake,250,0.022799017
Surigao del Sur,earthquake,500,0.033622107
Surigao del Sur,earthquake,1000,0.048921138
Surigao del Sur,earthquake,1500,0.059429067
Surigao del Sur,earthquake,2000,-4.34E-16
Surigao del Sur,flood,20,0.00299518
Surigao del Sur,flood,50,0.006529518
Surigao del Sur,flood,100,0.011072441
Surigao del Sur,flood,250,0.048478893
Surigao del Sur,flood,500,0.054065956
Surigao del Sur,flood,1000,0.063573287
Surigao del Sur,flood,1500,0.067351827
Surigao del Sur,flood,2000,0
Surigao del Sur,surge,20,0.004384592
Surigao del Sur,surge,50,0.005500548
Surigao del Sur,surge,100,0.006751683
Surigao del Sur,surge,250,0.007069631
Surigao del Sur,surge,500,0.007599555
Surigao del Sur,surge,1000,0.008659386
Surigao del Sur,surge,1500,0.008890747
Surigao del Sur,surge,2000,1.786165117
Surigao del Sur,tsunami,20,8.25E-05
Surigao del Sur,tsunami,50,0.00019776
Surigao del Sur,tsunami,100,0.000536292
Surigao del Sur,tsunami,250,0.002622035
Surigao del Sur,tsunami,500,0.005394383
Surigao del Sur,tsunami,1000,0.009966293
Surigao del Sur,tsunami,1500,0.015727976
Surigao del Sur,tsunami,2000,1.36E-17
Surigao del Sur,wind,20,0.023734604
Surigao del Sur,wind,50,0.032366968
Surigao del Sur,wind,100,0.038610263
Surigao del Sur,wind,250,0.047329513
Surigao del Sur,wind,500,0.051516345
Surigao del Sur,wind,1000,0.057140025
Surigao del Sur,wind,1500,0.062763705
Surigao del Sur,wind,2000,1.73E-15
Tarlac,earthquake,20,0.004361556
Tarlac,earthquake,50,0.008689917
Tarlac,earthquake,100,0.013530406
Tarlac,earthquake,250,0.022799017
Tarlac,earthquake,500,0.033622107
Tarlac,earthquake,1000,0.048921138
Tarlac,earthquake,1500,0.059429067
Tarlac,earthquake,2000,-4.34E-16
Tarlac,flood,20,0.00299518
Tarlac,flood,50,0.006529518
Tarlac,flood,100,0.011072441
Tarlac,flood,250,0.048478893
Tarlac,flood,500,0.054065956
Tarlac,flood,1000,0.063573287
Tarlac,flood,1500,0.067351827
Tarlac,flood,2000,0
Tarlac,surge,20,0.004384592
Tarlac,surge,50,0.005500548
Tarlac,surge,100,0.006751683
Tarlac,surge,250,0.007069631
Tarlac,surge,500,0.007599555
Tarlac,surge,1000,0.008659386
Tarlac,surge,1500,0.008890747
Tarlac,surge,2000,1.786165117
Tarlac,tsunami,20,8.25E-05
Tarlac,tsunami,50,0.00019776
Tarlac,tsunami,100,0.000536292
Tarlac,tsunami,250,0.002622035
Tarlac,tsunami,500,0.005394383
Tarlac,tsunami,1000,0.009966293
Tarlac,tsunami,1500,0.015727976
Tarlac,tsunami,2000,1.36E-17
Tarlac,wind,20,0.023734604
Tarlac,wind,50,0.032366968
Tarlac,wind,100,0.038610263
Tarlac,wind,250,0.047329513
Tarlac,wind,500,0.051516345
Tarlac,wind,1000,0.057140025
Tarlac,wind,1500,0.062763705
Tarlac,wind,2000,1.73E-15
Tawi-tawi,earthquake,20,0.004361556
Tawi-tawi,earthquake,50,0.008689917
Tawi-tawi,earthquake,100,0.013530406
Tawi-tawi,earthquake,250,0.022799017
Tawi-tawi,earthquake,500,0.033622107
Tawi-tawi,earthquake,1000,0.048921138
Tawi-tawi,earthquake,1500,0.059429067
Tawi-tawi,earthquake,2000,-4.34E-16
Tawi-tawi,flood,20,0.00299518
Tawi-tawi,flood,50,0.006529518
Tawi-tawi,flood,100,0.011072441
Tawi-tawi,flood,250,0.048478893
Tawi-tawi,flood,500,0.054065956
Tawi-tawi,flood,1000,0.063573287
Tawi-tawi,flood,1500,0.067351827
Tawi-tawi,flood,2000,0
Tawi-tawi,surge,20,0.004384592
Tawi-tawi,surge,50,0.005500548
Tawi-tawi,surge,100,0.006751683
Tawi-tawi,surge,250,0.007069631
Tawi-tawi,surge,500,0.007599555
Tawi-tawi,surge,1000,0.008659386
Tawi-tawi,surge,1500,0.008890747
Tawi-tawi,surge,2000,1.786165117
Tawi-tawi,tsunami,20,8.25E-05
Tawi-tawi,tsunami,50,0.00019776
Tawi-tawi,tsunami,100,0.000536292
Tawi-tawi,tsunami,250,0.002622035
Tawi-tawi,tsunami,500,0.005394383
Tawi-tawi,tsunami,1000,0.009966293
Tawi-tawi,tsunami,1500,0.015727976
Tawi-tawi,tsunami,2000,1.36E-17
Tawi-tawi,wind,20,0.023734604
Tawi-tawi,wind,50,0.032366968
Tawi-tawi,wind,100,0.038610263
Tawi-tawi,wind,250,0.047329513
Tawi-tawi,wind,500,0.051516345
Tawi-tawi,wind,1000,0.057140025
Tawi-tawi,wind,1500,0.062763705
Tawi-tawi,wind,2000,1.73E-15
Zambales,earthquake,20,0.004361556
Zambales,earthquake,50,0.008689917
Zambales,earthquake,100,0.013530406
Zambales,earthquake,250,0.022799017
Zambales,earthquake,500,0.033622107
Zambales,earthquake,1000,0.048921138
Zambales,earthquake,1500,0.059429067
Zambales,earthquake,2000,-4.34E-16
Zambales,flood,20,0.00299518
Zambales,flood,50,0.006529518
Zambales,flood,100,0.011072441
Zambales,flood,250,0.048478893
Zambales,flood,500,0.054065956
Zambales,flood,1000,0.063573287
Zambales,flood,1500,0.067351827
Zambales,flood,2000,0
Zambales,surge,20,0.004384592
Zambales,surge,50,0.005500548
Zambales,surge,100,0.006751683
Zambales,surge,250,0.007069631
Zambales,surge,500,0.007599555
Zambales,surge,1000,0.008659386
Zambales,surge,1500,0.008890747
Zambales,surge,2000,1.786165117
Zambales,tsunami,20,8.25E-05
Zambales,tsunami,50,0.00019776
Zambales,tsunami,100,0.000536292
Zambales,tsunami,250,0.002622035
Zambales,tsunami,500,0.005394383
Zambales,tsunami,1000,0.009966293
Zambales,tsunami,1500,0.015727976
Zambales,tsunami,2000,1.36E-17
Zambales,wind,20,0.023734604
Zambales,wind,50,0.032366968
Zambales,wind,100,0.038610263
Zambales,wind,250,0.047329513
Zambales,wind,500,0.051516345
Zambales,wind,1000,0.057140025
Zambales,wind,1500,0.062763705
Zambales,wind,2000,1.73E-15
Zamboanga del Norte,earthquake,20,0.004361556
Zamboanga del Norte,earthquake,50,0.008689917
Zamboanga del Norte,earthquake,100,0.013530406
Zamboanga del Norte,earthquake,250,0.022799017
Zamboanga del Norte,earthquake,500,0.033622107
Zamboanga del Norte,earthquake,1000,0.048921138
Zamboanga del Norte,earthquake,1500,0.059429067
Zamboanga del Norte,earthquake,2000,-4.34E-16
Zamboanga del Norte,flood,20,0.00299518
Zamboanga del Norte,flood,50,0.006529518
Zamboanga del Norte,flood,100,0.011072441
Zamboanga del Norte,flood,250,0.048478893
Zamboanga del Norte,flood,500,0.054065956
Zamboanga del Norte,flood,1000,0.063573287
Zamboanga del Norte,flood,1500,0.067351827
Zamboanga del Norte,flood,2000,0
Zamboanga del Norte,surge,20,0.004384592
Zamboanga del Norte,surge,50,0.005500548
Zamboanga del Norte,surge,100,0.006751683
Zamboanga del Norte,surge,250,0.007069631
Zamboanga del Norte,surge,500,0.007599555
Zamboanga del Norte,surge,1000,0.008659386
Zamboanga del Norte,surge,1500,0.008890747
Zamboanga del Norte,surge,2000,1.786165117
Zamboanga del Norte,tsunami,20,8.25E-05
Zamboanga del Norte,tsunami,50,0.00019776
Zamboanga del Norte,tsunami,100,0.000536292
Zamboanga del Norte,tsunami,250,0.002622035
Zamboanga del Norte,tsunami,500,0.005394383
Zamboanga del Norte,tsunami,1000,0.009966293
Zamboanga del Norte,tsunami,1500,0.015727976
Zamboanga del Norte,tsunami,2000,1.36E-17
Zamboanga del Norte,wind,20,0.023734604
Zamboanga del Norte,wind,50,0.032366968
Zamboanga del Norte,wind,100,0.038610263
Zamboanga del Norte,wind,250,0.047329513
Zamboanga del Norte,wind,500,0.051516345
Zamboanga del Norte,wind,1000,0.057140025
Zamboanga del Norte,wind,1500,0.062763705
Zamboanga del Norte,wind,2000,1.73E-15
Zamboanga del Sur,earthquake,20,0.004361556
Zamboanga del Sur,earthquake,50,0.008689917
Zamboanga del Sur,earthquake,100,0.013530406
Zamboanga del Sur,earthquake,250,0.022799017
Zamboanga del Sur,earthquake,500,0.033622107
Zamboanga del Sur,earthquake,1000,0.048921138
Zamboanga del Sur,earthquake,1500,0.059429067
Zamboanga del Sur,earthquake,2000,-4.34E-16
Zamboanga del Sur,flood,20,0.00299518
Zamboanga del Sur,flood,50,0.006529518
Zamboanga del Sur,flood,100,0.011072441
Zamboanga del Sur,flood,250,0.048478893
Zamboanga del Sur,flood,500,0.054065956
Zamboanga del Sur,flood,1000,0.063573287
Zamboanga del Sur,flood,1500,0.067351827
Zamboanga del Sur,flood,2000,0
Zamboanga del Sur,surge,20,0.004384592
Zamboanga del Sur,surge,50,0.005500548
Zamboanga del Sur,surge,100,0.006751683
Zamboanga del Sur,surge,250,0.007069631
Zamboanga del Sur,surge,500,0.007599555
Zamboanga del Sur,surge,1000,0.008659386
Zamboanga del Sur,surge,1500,0.008890747
Zamboanga del Sur,surge,2000,1.786165117
Zamboanga del Sur,tsunami,20,8.25E-05
Zamboanga del Sur,tsunami,50,0.00019776
Zamboanga del Sur,tsunami,100,0.000536292
Zamboanga del Sur,tsunami,250,0.002622035
Zamboanga del Sur,tsunami,500,0.005394383
Zamboanga del Sur,tsunami,1000,0.009966293
Zamboanga del Sur,tsunami,1500,0.015727976
Zamboanga del Sur,tsunami,2000,1.36E-17
Zamboanga del Sur,wind,20,0.023734604
Zamboanga del Sur,wind,50,0.032366968
Zamboanga del Sur,wind,100,0.038610263
Zamboanga del Sur,wind,250,0.047329513
Zamboanga del Sur,wind,500,0.051516345
Zamboanga del Sur,wind,1000,0.057140025
Zamboanga del Sur,wind,1500,0.062763705
Zamboanga del Sur,wind,2000,1.73E-15
Zamboanga Sibugay,earthquake,20,0.004361556
Zamboanga Sibugay,earthquake,50,0.008689917
Zamboanga Sibugay,earthquake,100,0.013530406
Zamboanga Sibugay,earthquake,250,0.022799017
Zamboanga Sibugay,earthquake,500,0.033622107
Zamboanga Sibugay,earthquake,1000,0.048921138
Zamboanga Sibugay,earthquake,1500,0.059429067
Zamboanga Sibugay,earthquake,2000,-4.34E-16
Zamboanga Sibugay,flood,20,0.00299518
Zamboanga Sibugay,flood,50,0.006529518
Zamboanga Sibugay,flood,100,0.011072441
Zamboanga Sibugay,flood,250,0.048478893
Zamboanga Sibugay,flood,500,0.054065956
Zamboanga Sibugay,flood,1000,0.063573287
Zamboanga Sibugay,flood,1500,0.067351827
Zamboanga Sibugay,flood,2000,0
Zamboanga Sibugay,surge,20,0.004384592
Zamboanga Sibugay,surge,50,0.005500548
Zamboanga Sibugay,surge,100,0.006751683
Zamboanga Sibugay,surge,250,0.007069631
Zamboanga Sibugay,surge,500,0.007599555
Zamboanga Sibugay,surge,1000,0.008659386
Zamboanga Sibugay,surge,1500,0.008890747
Zamboanga Sibugay,surge,2000,1.786165117
Zamboanga Sibugay,tsunami,20,8.25E-05
Zamboanga Sibugay,tsunami,50,0.00019776
Zamboanga Sibugay,tsunami,100,0.000536292
Zamboanga Sibugay,tsunami,250,0.002622035
Zamboanga Sibugay,tsunami,500,0.005394383
Zamboanga Sibugay,tsunami,1000,0.009966293
Zamboanga Sibugay,tsunami,1500,0.015727976
Zamboanga Sibugay,tsunami,2000,1.36E-17
Zamboanga Sibugay,wind,20,0.023734604
Zamboanga Sibugay,wind,50,0.032366968
Zamboanga Sibugay,wind,100,0.038610263
Zamboanga Sibugay,wind,250,0.047329513
Zamboanga Sibugay,wind,500,0.051516345
Zamboanga Sibugay,wind,1000,0.057140025
Zamboanga Sibugay,wind,1500,0.062763705
Zamboanga Sibugay,wind,2000,1.73E-15
